Block (1, 1): dy = 0, dx = 0
Block (313, 121): dy = 0, dx = 0
Block (321, 121): dy = 0, dx = 0
Block (329, 121): dy = 0, dx = 0
Block (337, 121): dy = 0, dx = 0
Block (345, 121): dy = 0, dx = 0
Block (1, 129): dy = 0, dx = 0
Block (9, 129): dy = 0, dx = 0
Block (17, 129): dy = 0, dx = 0
Block (25, 129): dy = 0, dx = 0
Block (33, 129): dy = 0, dx = 0
Block (41, 129): dy = 0, dx = 0
Block (49, 129): dy = 0, dx = 0
Block (57, 129): dy = 0, dx = 0
Block (65, 129): dy = 0, dx = 0
Block (73, 129): dy = 0, dx = 0
Block (81, 129): dy = 0, dx = 0
Block (89, 129): dy = 0, dx = 0
Block (97, 129): dy = 0, dx = 0
Block (105, 129): dy = 0, dx = 0
Block (113, 129): dy = 0, dx = 0
Block (121, 129): dy = 0, dx = 0
Block (129, 129): dy = 0, dx = 0
Block (137, 129): dy = 0, dx = 0
Block (145, 129): dy = 0, dx = 0
Block (153, 129): dy = 0, dx = 0
Block (161, 129): dy = 0, dx = 0
Block (169, 129): dy = 0, dx = 0
Block (177, 129): dy = 0, dx = 0
Block (185, 129): dy = 0, dx = 0
Block (193, 129): dy = 0, dx = 0
Block (201, 129): dy = 0, dx = 0
Block (209, 129): dy = 0, dx = 0
Block (217, 129): dy = 0, dx = 0
Block (225, 129): dy = 0, dx = 0
Block (233, 129): dy = 0, dx = 0
Block (241, 129): dy = 0, dx = 0
Block (249, 129): dy = 0, dx = 0
Block (257, 129): dy = 0, dx = 0
Block (265, 129): dy = 0, dx = 0
Block (273, 129): dy = 0, dx = 0
Block (281, 129): dy = 0, dx = 0
Block (289, 129): dy = 0, dx = 0
Block (297, 129): dy = 0, dx = 0
Block (305, 129): dy = 0, dx = 0
Block (313, 129): dy = 0, dx = 0
Block (321, 129): dy = 0, dx = 0
Block (329, 129): dy = 0, dx = 0
Block (337, 129): dy = 0, dx = 0
Block (345, 129): dy = 0, dx = 0
Block (1, 137): dy = 0, dx = 0
Block (9, 137): dy = 0, dx = 0
Block (17, 137): dy = 0, dx = 0
Block (25, 137): dy = 0, dx = 0
Block (33, 137): dy = 0, dx = 0
Block (41, 137): dy = 0, dx = 0
Block (49, 137): dy = 0, dx = 0
Block (57, 137): dy = 0, dx = 0
Block (65, 137): dy = 0, dx = 0
Block (73, 137): dy = 0, dx = 0
Block (81, 137): dy = 0, dx = 0
Block (89, 137): dy = 0, dx = 0
Block (97, 137): dy = 0, dx = 0
Block (105, 137): dy = 0, dx = 0
Block (113, 137): dy = 0, dx = 0
Block (121, 137): dy = 0, dx = 0
Block (129, 137): dy = 0, dx = 0
Block (137, 137): dy = 0, dx = 0
Block (145, 137): dy = 0, dx = 0
Block (153, 137): dy = 0, dx = 0
Block (161, 137): dy = 0, dx = 0
Block (169, 137): dy = 0, dx = 0
Block (177, 137): dy = 0, dx = 0
Block (185, 137): dy = 0, dx = 0
Block (193, 137): dy = 0, dx = 0
Block (201, 137): dy = 0, dx = 0
Block (209, 137): dy = 0, dx = 0
Block (217, 137): dy = 0, dx = 0
Block (225, 137): dy = 0, dx = 0
Block (233, 137): dy = 0, dx = 0
Block (241, 137): dy = 0, dx = 0
Block (249, 137): dy = 0, dx = 0
Block (257, 137): dy = 0, dx = 0
Block (265, 137): dy = 0, dx = 0
Block (273, 137): dy = 0, dx = 0
Block (281, 137): dy = 0, dx = 0
Block (289, 137): dy = 0, dx = 0
Block (297, 137): dy = 0, dx = 0
Block (305, 137): dy = 0, dx = 0
Block (313, 137): dy = 0, dx = 0
Block (321, 137): dy = 0, dx = 0
Block (329, 137): dy = 0, dx = 0
Block (337, 137): dy = 0, dx = 0
Block (345, 137): dy = 0, dx = 0
Block (1, 145): dy = 0, dx = 0
Block (9, 145): dy = 0, dx = 0
Block (17, 145): dy = 0, dx = 0
Block (25, 145): dy = 0, dx = 0
Block (33, 145): dy = 0, dx = 0
Block (41, 145): dy = 0, dx = 0
Block (49, 145): dy = 0, dx = 0
Block (57, 145): dy = 0, dx = 0
Block (65, 145): dy = 0, dx = 0
Block (73, 145): dy = 0, dx = 0
Block (81, 145): dy = 0, dx = 0
Block (89, 145): dy = 0, dx = 0
Block (97, 145): dy = 0, dx = 0
Block (105, 145): dy = 0, dx = 0
Block (113, 145): dy = 0, dx = 0
Block (121, 145): dy = 0, dx = 0
Block (129, 145): dy = 0, dx = 0
Block (137, 145): dy = 0, dx = 0
Block (145, 145): dy = 0, dx = 0
Block (153, 145): dy = 0, dx = 0
Block (161, 145): dy = 0, dx = 0
Block (169, 145): dy = 0, dx = 0
Block (177, 145): dy = 0, dx = 0
Block (185, 145): dy = 0, dx = 0
Block (193, 145): dy = 0, dx = 0
Block (201, 145): dy = 0, dx = 0
Block (209, 145): dy = 0, dx = 0
Block (217, 145): dy = 0, dx = 0
Block (225, 145): dy = 0, dx = 0
Block (233, 145): dy = 0, dx = 0
Block (241, 145): dy = 0, dx = 0
Block (249, 145): dy = 0, dx = 0
Block (257, 145): dy = 0, dx = 0
Block (265, 145): dy = 0, dx = 0
Block (273, 145): dy = 0, dx = 0
Block (281, 145): dy = 0, dx = 0
Block (289, 145): dy = 0, dx = 0
Block (297, 145): dy = 0, dx = 0
Block (305, 145): dy = 0, dx = 0
Block (313, 145): dy = 0, dx = 0
Block (321, 145): dy = 0, dx = 0
Block (329, 145): dy = 0, dx = 0
Block (337, 145): dy = 0, dx = 0
Block (345, 145): dy = 0, dx = 0
Block (1, 153): dy = 0, dx = 0
Block (9, 153): dy = 0, dx = 0
Block (17, 153): dy = 0, dx = 0
Block (25, 153): dy = 0, dx = 0
Block (33, 153): dy = 0, dx = 0
Block (41, 153): dy = 0, dx = 0
Block (49, 153): dy = 0, dx = 0
Block (57, 153): dy = 0, dx = 0
Block (65, 153): dy = 0, dx = 0
Block (73, 153): dy = 0, dx = 0
Block (81, 153): dy = 0, dx = 0
Block (89, 153): dy = 0, dx = 0
Block (97, 153): dy = 0, dx = 0
Block (105, 153): dy = 0, dx = 0
Block (113, 153): dy = 0, dx = 0
Block (121, 153): dy = 0, dx = 0
Block (129, 153): dy = 0, dx = 0
Block (137, 153): dy = 0, dx = 0
Block (145, 153): dy = 0, dx = 0
Block (153, 153): dy = 0, dx = 0
Block (161, 153): dy = 0, dx = 0
Block (169, 153): dy = 0, dx = 0
Block (177, 153): dy = 0, dx = 0
Block (185, 153): dy = 0, dx = 0
Block (193, 153): dy = 0, dx = 0
Block (201, 153): dy = 0, dx = 0
Block (209, 153): dy = 0, dx = 0
Block (217, 153): dy = 0, dx = 0
Block (225, 153): dy = 0, dx = 0
Block (233, 153): dy = 0, dx = 0
Block (241, 153): dy = 0, dx = 0
Block (249, 153): dy = 0, dx = 0
Block (257, 153): dy = 0, dx = 0
Block (265, 153): dy = 0, dx = 0
Block (273, 153): dy = 0, dx = 0
Block (281, 153): dy = 0, dx = 0
Block (289, 153): dy = 0, dx = 0
Block (297, 153): dy = 0, dx = 0
Block (305, 153): dy = 0, dx = 0
Block (313, 153): dy = 0, dx = 0
Block (321, 153): dy = 0, dx = 0
Block (329, 153): dy = 0, dx = 0
Block (337, 153): dy = 0, dx = 0
Block (345, 153): dy = 0, dx = 0
Block (1, 161): dy = 0, dx = 0
Block (9, 161): dy = 0, dx = 0
Block (17, 161): dy = 0, dx = 0
Block (25, 161): dy = 0, dx = 0
Block (33, 161): dy = 0, dx = 0
Block (41, 161): dy = 0, dx = 0
Block (49, 161): dy = 0, dx = 0
Block (57, 161): dy = 0, dx = 0
Block (65, 161): dy = 0, dx = 0
Block (73, 161): dy = 0, dx = 0
Block (81, 161): dy = 0, dx = 0
Block (89, 161): dy = 0, dx = 0
Block (97, 161): dy = 0, dx = 0
Block (105, 161): dy = 0, dx = 0
Block (113, 161): dy = 0, dx = 0
Block (121, 161): dy = 0, dx = 0
Block (129, 161): dy = 0, dx = 0
Block (137, 161): dy = 0, dx = 0
Block (145, 161): dy = 0, dx = 0
Block (153, 161): dy = 0, dx = 0
Block (161, 161): dy = 0, dx = 0
Block (169, 161): dy = 0, dx = 0
Block (177, 161): dy = 0, dx = 0
Block (185, 161): dy = 0, dx = 0
Block (193, 161): dy = 0, dx = 0
Block (201, 161): dy = 0, dx = 0
Block (209, 161): dy = 0, dx = 0
Block (217, 161): dy = 0, dx = 0
Block (225, 161): dy = 0, dx = 0
Block (233, 161): dy = 0, dx = 0
Block (241, 161): dy = 0, dx = 0
Block (249, 161): dy = 0, dx = 0
Block (257, 161): dy = 0, dx = 0
Block (265, 161): dy = 0, dx = 0
Block (273, 161): dy = 0, dx = 0
Block (281, 161): dy = 0, dx = 0
Block (289, 161): dy = 0, dx = 0
Block (297, 161): dy = 0, dx = 0
Block (305, 161): dy = 0, dx = 0
Block (313, 161): dy = 0, dx = 0
Block (321, 161): dy = 0, dx = 0
Block (329, 161): dy = 0, dx = 0
Block (337, 161): dy = 0, dx = 0
Block (345, 161): dy = 0, dx = 0
Block (1, 169): dy = 0, dx = 0
Block (9, 169): dy = 0, dx = 0
Block (17, 169): dy = 0, dx = 0
Block (25, 169): dy = 0, dx = 0
Block (33, 169): dy = 0, dx = 0
Block (41, 169): dy = 0, dx = 0
Block (49, 169): dy = 0, dx = 0
Block (57, 169): dy = 0, dx = 0
Block (65, 169): dy = 0, dx = 0
Block (73, 169): dy = 0, dx = 0
Block (81, 169): dy = 0, dx = 0
Block (89, 169): dy = 0, dx = 0
Block (97, 169): dy = 0, dx = 0
Block (105, 169): dy = 0, dx = 0
Block (113, 169): dy = 0, dx = 0
Block (121, 169): dy = 0, dx = 0
Block (129, 169): dy = 0, dx = 0
Block (137, 169): dy = 0, dx = 0
Block (145, 169): dy = 0, dx = 0
Block (153, 169): dy = 0, dx = 0
Block (161, 169): dy = 0, dx = 0
Block (169, 169): dy = 0, dx = 0
Block (177, 169): dy = 0, dx = 0
Block (185, 169): dy = 0, dx = 0
Block (193, 169): dy = 0, dx = 0
Block (201, 169): dy = 0, dx = 0
Block (209, 169): dy = 0, dx = 0
Block (217, 169): dy = 0, dx = 0
Block (225, 169): dy = 0, dx = 0
Block (233, 169): dy = 0, dx = 0
Block (241, 169): dy = 0, dx = 0
Block (249, 169): dy = 0, dx = 0
Block (257, 169): dy = 0, dx = 0
Block (265, 169): dy = 0, dx = 0
Block (273, 169): dy = 0, dx = 0
Block (281, 169): dy = 0, dx = 0
Block (289, 169): dy = 0, dx = 0
Block (297, 169): dy = 0, dx = 0
Block (305, 169): dy = 0, dx = 0
Block (313, 169): dy = 0, dx = 0
Block (321, 169): dy = 0, dx = 0
Block (329, 169): dy = 0, dx = 0
Block (337, 169): dy = 0, dx = 0
Block (345, 169): dy = 0, dx = 0
Block (1, 177): dy = 0, dx = 0
Block (9, 177): dy = 0, dx = 0
Block (17, 177): dy = 0, dx = 0
Block (25, 177): dy = 0, dx = 0
Block (33, 177): dy = 0, dx = 0
Block (41, 177): dy = 0, dx = 0
Block (49, 177): dy = 0, dx = 0
Block (57, 177): dy = 0, dx = 0
Block (65, 177): dy = 0, dx = 0
Block (73, 177): dy = 0, dx = 0
Block (81, 177): dy = 0, dx = 0
Block (89, 177): dy = 0, dx = 0
Block (97, 177): dy = 0, dx = 0
Block (105, 177): dy = 0, dx = 0
Block (113, 177): dy = 0, dx = 0
Block (121, 177): dy = 0, dx = 0
Block (129, 177): dy = 0, dx = 0
Block (137, 177): dy = 0, dx = 0
Block (145, 177): dy = 0, dx = 0
Block (153, 177): dy = 0, dx = 0
Block (161, 177): dy = 0, dx = 0
Block (169, 177): dy = 0, dx = 0
Block (177, 177): dy = 0, dx = 0
Block (185, 177): dy = 0, dx = 0
Block (193, 177): dy = 0, dx = 0
Block (201, 177): dy = 0, dx = 0
Block (209, 177): dy = 0, dx = 0
Block (217, 177): dy = 0, dx = 0
Block (225, 177): dy = 0, dx = 0
Block (233, 177): dy = 0, dx = 0
Block (241, 177): dy = 0, dx = 0
Block (249, 177): dy = 0, dx = 0
Block (257, 177): dy = 0, dx = 0
Block (265, 177): dy = 0, dx = 0
Block (273, 177): dy = 0, dx = 0
Block (281, 177): dy = 0, dx = 0
Block (289, 177): dy = 0, dx = 0
Block (297, 177): dy = 0, dx = 0
Block (305, 177): dy = 0, dx = 0
Block (313, 177): dy = 0, dx = 0
Block (321, 177): dy = 0, dx = 0
Block (329, 177): dy = 0, dx = 0
Block (337, 177): dy = 0, dx = 0
Block (345, 177): dy = 0, dx = 0
Block (1, 185): dy = 0, dx = 0
Block (9, 185): dy = 0, dx = 0
Block (17, 185): dy = 0, dx = 0
Block (25, 185): dy = 0, dx = 0
Block (33, 185): dy = 0, dx = 0
Block (41, 185): dy = 0, dx = 0
Block (49, 185): dy = 0, dx = 0
Block (57, 185): dy = 0, dx = 0
Block (65, 185): dy = 0, dx = 0
Block (73, 185): dy = 0, dx = 0
Block (81, 185): dy = 0, dx = 0
Block (89, 185): dy = 0, dx = 0
Block (97, 185): dy = 0, dx = 0
Block (105, 185): dy = 0, dx = 0
Block (113, 185): dy = 0, dx = 0
Block (121, 185): dy = 0, dx = 0
Block (129, 185): dy = 0, dx = 0
Block (137, 185): dy = 0, dx = 0
Block (145, 185): dy = 0, dx = 0
Block (153, 185): dy = 0, dx = 0
Block (161, 185): dy = 0, dx = 0
Block (169, 185): dy = 0, dx = 0
Block (177, 185): dy = 0, dx = 0
Block (185, 185): dy = 0, dx = 0
Block (193, 185): dy = 0, dx = 0
Block (201, 185): dy = 0, dx = 0
Block (209, 185): dy = 0, dx = 0
Block (217, 185): dy = 0, dx = 0
Block (225, 185): dy = 0, dx = 0
Block (233, 185): dy = 0, dx = 0
Block (241, 185): dy = 0, dx = 0
Block (249, 185): dy = 0, dx = 0
Block (257, 185): dy = 0, dx = 0
Block (265, 185): dy = 0, dx = 0
Block (273, 185): dy = 0, dx = 0
Block (281, 185): dy = 0, dx = 0
Block (289, 185): dy = 0, dx = 0
Block (297, 185): dy = 0, dx = 0
Block (305, 185): dy = 0, dx = 0
Block (313, 185): dy = 0, dx = 0
Block (321, 185): dy = 0, dx = 0
Block (329, 185): dy = 0, dx = 0
Block (337, 185): dy = 0, dx = 0
Block (345, 185): dy = 0, dx = 0
Block (1, 193): dy = 0, dx = 0
Block (9, 193): dy = 0, dx = 0
Block (17, 193): dy = 0, dx = 0
Block (25, 193): dy = 0, dx = 0
Block (33, 193): dy = 0, dx = 0
Block (41, 193): dy = 0, dx = 0
Block (49, 193): dy = 0, dx = 0
Block (57, 193): dy = 0, dx = 0
Block (65, 193): dy = 0, dx = 0
Block (73, 193): dy = 0, dx = 0
Block (81, 193): dy = 0, dx = 0
Block (89, 193): dy = 0, dx = 0
Block (97, 193): dy = 0, dx = 0
Block (105, 193): dy = 0, dx = 0
Block (113, 193): dy = 0, dx = 0
Block (121, 193): dy = 0, dx = 0
Block (129, 193): dy = 0, dx = 0
Block (137, 193): dy = 0, dx = 0
Block (145, 193): dy = 0, dx = 0
Block (153, 193): dy = 0, dx = 0
Block (161, 193): dy = 0, dx = 0
Block (169, 193): dy = 0, dx = 0
Block (177, 193): dy = 0, dx = 0
Block (185, 193): dy = 0, dx = 0
Block (193, 193): dy = 0, dx = 0
Block (201, 193): dy = 0, dx = 0
Block (209, 193): dy = 0, dx = 0
Block (217, 193): dy = 0, dx = 0
Block (225, 193): dy = 0, dx = 0
Block (233, 193): dy = 0, dx = 0
Block (241, 193): dy = 0, dx = 0
Block (249, 193): dy = 0, dx = 0
Block (257, 193): dy = 0, dx = 0
Block (265, 193): dy = 0, dx = 0
Block (273, 193): dy = 0, dx = 0
Block (281, 193): dy = 0, dx = 0
Block (289, 193): dy = 0, dx = 0
Block (297, 193): dy = 0, dx = 0
Block (305, 193): dy = 0, dx = 0
Block (313, 193): dy = 0, dx = 0
Block (321, 193): dy = 0, dx = 0
Block (329, 193): dy = 0, dx = 0
Block (337, 193): dy = 0, dx = 0
Block (345, 193): dy = 0, dx = 0
Block (1, 201): dy = 0, dx = 0
Block (9, 201): dy = 0, dx = 0
Block (17, 201): dy = 0, dx = 0
Block (25, 201): dy = 0, dx = 0
Block (33, 201): dy = 0, dx = 0
Block (41, 201): dy = 0, dx = 0
Block (49, 201): dy = 0, dx = 0
Block (57, 201): dy = 0, dx = 0
Block (65, 201): dy = 0, dx = 0
Block (73, 201): dy = 0, dx = 0
Block (81, 201): dy = 0, dx = 0
Block (89, 201): dy = 0, dx = 0
Block (97, 201): dy = 0, dx = 0
Block (105, 201): dy = 0, dx = 0
Block (113, 201): dy = 0, dx = 0
Block (121, 201): dy = 0, dx = 0
Block (129, 201): dy = 0, dx = 0
Block (137, 201): dy = 0, dx = 0
Block (145, 201): dy = 0, dx = 0
Block (153, 201): dy = 0, dx = 0
Block (161, 201): dy = 0, dx = 0
Block (169, 201): dy = 0, dx = 0
Block (177, 201): dy = 0, dx = 0
Block (185, 201): dy = 0, dx = 0
Block (193, 201): dy = 0, dx = 0
Block (201, 201): dy = 0, dx = 0
Block (209, 201): dy = 0, dx = 0
Block (217, 201): dy = 0, dx = 0
Block (225, 201): dy = 0, dx = 0
Block (233, 201): dy = 0, dx = 0
Block (241, 201): dy = 0, dx = 0
Block (249, 201): dy = 0, dx = 0
Block (257, 201): dy = 0, dx = 0
Block (265, 201): dy = 0, dx = 0
Block (273, 201): dy = 0, dx = 0
Block (281, 201): dy = 0, dx = 0
Block (289, 201): dy = 0, dx = 0
Block (297, 201): dy = 0, dx = 0
Block (305, 201): dy = 0, dx = 0
Block (313, 201): dy = 0, dx = 0
Block (321, 201): dy = 0, dx = 0
Block (329, 201): dy = 0, dx = 0
Block (337, 201): dy = 0, dx = 0
Block (345, 201): dy = 0, dx = 0
Block (1, 209): dy = 0, dx = 0
Block (9, 209): dy = 0, dx = 0
Block (17, 209): dy = 0, dx = 0
Block (25, 209): dy = 0, dx = 0
Block (33, 209): dy = 0, dx = 0
Block (41, 209): dy = 0, dx = 0
Block (49, 209): dy = 0, dx = 0
Block (57, 209): dy = 0, dx = 0
Block (65, 209): dy = 0, dx = 0
Block (73, 209): dy = 0, dx = 0
Block (81, 209): dy = 0, dx = 0
Block (89, 209): dy = 0, dx = 0
Block (97, 209): dy = 0, dx = 0
Block (105, 209): dy = 0, dx = 0
Block (113, 209): dy = 0, dx = 0
Block (121, 209): dy = 0, dx = 0
Block (129, 209): dy = 0, dx = 0
Block (137, 209): dy = 0, dx = 0
Block (145, 209): dy = 0, dx = 0
Block (153, 209): dy = 0, dx = 0
Block (161, 209): dy = 0, dx = 0
Block (169, 209): dy = 0, dx = 0
Block (177, 209): dy = 0, dx = 0
Block (185, 209): dy = 0, dx = 0
Block (193, 209): dy = 0, dx = 0
Block (201, 209): dy = 0, dx = 0
Block (209, 209): dy = 0, dx = 0
Block (217, 209): dy = 0, dx = 0
Block (225, 209): dy = 0, dx = 0
Block (233, 209): dy = 0, dx = 0
Block (241, 209): dy = 0, dx = 0
Block (249, 209): dy = 0, dx = 0
Block (257, 209): dy = 0, dx = 0
Block (265, 209): dy = 0, dx = 0
Block (273, 209): dy = 0, dx = 0
Block (281, 209): dy = 0, dx = 0
Block (289, 209): dy = 0, dx = 0
Block (297, 209): dy = 0, dx = 0
Block (305, 209): dy = 0, dx = 0
Block (313, 209): dy = 0, dx = 0
Block (321, 209): dy = 0, dx = 0
Block (329, 209): dy = 0, dx = 0
Block (337, 209): dy = 0, dx = 0
Block (345, 209): dy = 0, dx = 0
Block (1, 217): dy = 0, dx = 0
Block (9, 217): dy = 0, dx = 0
Block (17, 217): dy = 0, dx = 0
Block (25, 217): dy = 0, dx = 0
Block (33, 217): dy = 0, dx = 0
Block (41, 217): dy = 0, dx = 0
Block (49, 217): dy = 0, dx = 0
Block (57, 217): dy = 0, dx = 0
Block (65, 217): dy = 0, dx = 0
Block (73, 217): dy = 0, dx = 0
Block (81, 217): dy = 0, dx = 0
Block (89, 217): dy = 0, dx = 0
Block (97, 217): dy = 0, dx = 0
Block (105, 217): dy = 0, dx = 0
Block (113, 217): dy = 0, dx = 0
Block (121, 217): dy = 0, dx = 0
Block (129, 217): dy = 0, dx = 0
Block (137, 217): dy = 0, dx = 0
Block (145, 217): dy = 0, dx = 0
Block (153, 217): dy = 0, dx = 0
Block (161, 217): dy = 0, dx = 0
Block (169, 217): dy = 0, dx = 0
Block (177, 217): dy = 0, dx = 0
Block (185, 217): dy = 0, dx = 0
Block (193, 217): dy = 0, dx = 0
Block (201, 217): dy = 0, dx = 0
Block (209, 217): dy = 0, dx = 0
Block (217, 217): dy = 0, dx = 0
Block (225, 217): dy = 0, dx = 0
Block (233, 217): dy = 0, dx = 0
Block (241, 217): dy = 0, dx = 0
Block (249, 217): dy = 0, dx = 0
Block (257, 217): dy = 0, dx = 0
Block (265, 217): dy = 0, dx = 0
Block (273, 217): dy = 0, dx = 0
Block (281, 217): dy = 0, dx = 0
Block (289, 217): dy = 0, dx = 0
Block (297, 217): dy = 0, dx = 0
Block (305, 217): dy = 0, dx = 0
Block (313, 217): dy = 0, dx = 0
Block (321, 217): dy = 0, dx = 0
Block (329, 217): dy = 0, dx = 0
Block (337, 217): dy = 0, dx = 0
Block (345, 217): dy = 0, dx = 0
Block (1, 225): dy = 0, dx = 0
Block (9, 225): dy = 0, dx = 0
Block (17, 225): dy = 0, dx = 0
Block (25, 225): dy = 0, dx = 0
Block (33, 225): dy = 0, dx = 0
Block (41, 225): dy = 0, dx = 0
Block (49, 225): dy = 0, dx = 0
Block (57, 225): dy = 0, dx = 0
Block (65, 225): dy = 0, dx = 0
Block (73, 225): dy = 0, dx = 0
Block (81, 225): dy = 0, dx = 0
Block (89, 225): dy = 0, dx = 0
Block (97, 225): dy = 0, dx = 0
Block (105, 225): dy = 0, dx = 0
Block (113, 225): dy = 0, dx = 0
Block (121, 225): dy = 0, dx = 0
Block (129, 225): dy = 0, dx = 0
Block (137, 225): dy = 0, dx = 0
Block (145, 225): dy = 0, dx = 0
Block (153, 225): dy = 0, dx = 0
Block (161, 225): dy = 0, dx = 0
Block (169, 225): dy = 0, dx = 0
Block (177, 225): dy = 0, dx = 0
Block (185, 225): dy = 0, dx = 0
Block (193, 225): dy = 0, dx = 0
Block (201, 225): dy = 0, dx = 0
Block (209, 225): dy = 0, dx = 0
Block (217, 225): dy = 0, dx = 0
Block (225, 225): dy = 0, dx = 0
Block (233, 225): dy = 0, dx = 0
Block (241, 225): dy = 0, dx = 0
Block (249, 225): dy = 0, dx = 0
Block (257, 225): dy = 0, dx = 0
Block (265, 225): dy = 0, dx = 0
Block (273, 225): dy = 0, dx = 0
Block (281, 225): dy = 0, dx = 0
Block (289, 225): dy = 0, dx = 0
Block (297, 225): dy = 0, dx = 0
Block (305, 225): dy = 0, dx = 0
Block (313, 225): dy = 0, dx = 0
Block (321, 225): dy = 0, dx = 0
Block (329, 225): dy = 0, dx = 0
Block (337, 225): dy = 0, dx = 0
Block (345, 225): dy = 0, dx = 0
Block (1, 233): dy = 0, dx = 0
Block (9, 233): dy = 0, dx = 0
Block (17, 233): dy = 0, dx = 0
Block (25, 233): dy = 0, dx = 0
Block (33, 233): dy = 0, dx = 0
Block (41, 233): dy = 0, dx = 0
Block (49, 233): dy = 0, dx = 0
Block (57, 233): dy = 0, dx = 0
Block (65, 233): dy = 0, dx = 0
Block (73, 233): dy = 0, dx = 0
Block (81, 233): dy = 0, dx = 0
Block (89, 233): dy = 0, dx = 0
Block (97, 233): dy = 0, dx = 0
Block (105, 233): dy = 0, dx = 0
Block (113, 233): dy = 0, dx = 0
Block (121, 233): dy = 0, dx = 0
Block (129, 233): dy = 0, dx = 0
Block (137, 233): dy = 0, dx = 0
Block (145, 233): dy = 0, dx = 0
Block (153, 233): dy = 0, dx = 0
Block (161, 233): dy = 0, dx = 0
Block (169, 233): dy = 0, dx = 0
Block (177, 233): dy = 0, dx = 0
Block (185, 233): dy = 0, dx = 0
Block (193, 233): dy = 0, dx = 0
Block (201, 233): dy = 0, dx = 0
Block (209, 233): dy = 0, dx = 0
Block (217, 233): dy = 0, dx = 0
Block (225, 233): dy = 0, dx = 0
Block (233, 233): dy = 0, dx = 0
Block (241, 233): dy = 0, dx = 0
Block (249, 233): dy = 0, dx = 0
Block (257, 233): dy = 0, dx = 0
Block (265, 233): dy = 0, dx = 0
Block (273, 233): dy = 0, dx = 0
Block (281, 233): dy = 0, dx = 0
Block (289, 233): dy = 0, dx = 0
Block (297, 233): dy = 0, dx = 0
Block (305, 233): dy = 0, dx = 0
Block (313, 233): dy = 0, dx = 0
Block (321, 233): dy = 0, dx = 0
Block (329, 233): dy = 0, dx = 0
Block (337, 233): dy = 0, dx = 0
Block (345, 233): dy = 0, dx = 0
Block (1, 241): dy = 0, dx = 0
Block (9, 241): dy = 0, dx = 0
Block (17, 241): dy = 0, dx = 0
Block (25, 241): dy = 0, dx = 0
Block (33, 241): dy = 0, dx = 0
Block (41, 241): dy = 0, dx = 0
Block (49, 241): dy = 0, dx = 0
Block (57, 241): dy = 0, dx = 0
Block (65, 241): dy = 0, dx = 0
Block (73, 241): dy = 0, dx = 0
Block (81, 241): dy = 0, dx = 0
Block (89, 241): dy = 0, dx = 0
Block (97, 241): dy = 0, dx = 0
Block (105, 241): dy = 0, dx = 0
Block (113, 241): dy = 0, dx = 0
Block (121, 241): dy = 0, dx = 0
Block (129, 241): dy = 0, dx = 0
Block (137, 241): dy = 0, dx = 0
Block (145, 241): dy = 0, dx = 0
Block (153, 241): dy = 0, dx = 0
Block (161, 241): dy = 0, dx = 0
Block (169, 241): dy = 0, dx = 0
Block (177, 241): dy = 0, dx = 0
Block (185, 241): dy = 0, dx = 0
Block (193, 241): dy = 0, dx = 0
Block (201, 241): dy = 0, dx = 0
Block (209, 241): dy = 0, dx = 0
Block (217, 241): dy = 0, dx = 0
Block (225, 241): dy = 0, dx = 0
Block (233, 241): dy = 0, dx = 0
Block (241, 241): dy = 0, dx = 0
Block (249, 241): dy = 0, dx = 0
Block (257, 241): dy = 0, dx = 0
Block (265, 241): dy = 0, dx = 0
Block (273, 241): dy = 0, dx = 0
Block (281, 241): dy = 0, dx = 0
Block (289, 241): dy = 0, dx = 0
Block (297, 241): dy = 0, dx = 0
Block (305, 241): dy = 0, dx = 0
Block (313, 241): dy = 0, dx = 0
Block (321, 241): dy = 0, dx = 0
Block (329, 241): dy = 0, dx = 0
Block (337, 241): dy = 0, dx = 0
Block (345, 241): dy = 0, dx = 0
Block (1, 249): dy = 0, dx = 0
Block (9, 249): dy = 0, dx = 0
Block (17, 249): dy = 0, dx = 0
Block (25, 249): dy = 0, dx = 0
Block (33, 249): dy = 0, dx = 0
Block (41, 249): dy = 0, dx = 0
Block (49, 249): dy = 0, dx = 0
Block (57, 249): dy = 0, dx = 0
Block (65, 249): dy = 0, dx = 0
Block (73, 249): dy = 0, dx = 0
Block (81, 249): dy = 0, dx = 0
Block (89, 249): dy = 0, dx = 0
Block (97, 249): dy = 0, dx = 0
Block (105, 249): dy = 0, dx = 0
Block (113, 249): dy = 0, dx = 0
Block (121, 249): dy = 0, dx = 0
Block (129, 249): dy = 0, dx = 0
Block (137, 249): dy = 0, dx = 0
Block (145, 249): dy = 0, dx = 0
Block (153, 249): dy = 0, dx = 0
Block (161, 249): dy = 0, dx = 0
Block (169, 249): dy = 0, dx = 0
Block (177, 249): dy = 0, dx = 0
Block (185, 249): dy = 0, dx = 0
Block (193, 249): dy = 0, dx = 0
Block (201, 249): dy = 0, dx = 0
Block (209, 249): dy = 0, dx = 0
Block (217, 249): dy = 0, dx = 0
Block (225, 249): dy = 0, dx = 0
Block (233, 249): dy = 0, dx = 0
Block (241, 249): dy = 0, dx = 0
Block (249, 249): dy = 0, dx = 0
Block (257, 249): dy = 0, dx = 0
Block (265, 249): dy = 0, dx = 0
